future_soh_true,future_soh_pred,future_soh_std,ci_low,ci_high,prediction_error,abs_error_percent,current_soh_true,current_soh_pred,current_error,eol_true,eol_pred_prob,eol_pred_binary
0.999745,0.99566734,0.0059716506,0.9839629,1.0073718,0.004077673,0.4077673,1.0,0.9996164,0.0003836155,0.0,6.2151575e-13,0
0.9996767,0.99764603,0.0029383965,0.9918868,1.0034053,0.0020306706,0.20306706,1.0,0.9996151,0.0003849268,0.0,6.2117206e-13,0
0.99963886,0.9955207,0.0047678007,0.98617584,1.0048656,0.0041181445,0.41181445,1.0,0.9996125,0.0003874898,0.0,6.363468e-13,0
0.99961495,0.9968732,0.0021945776,0.99257183,1.0011746,0.002741754,0.2741754,1.0,0.9995758,0.00042420626,0.0,7.2477224e-13,0
0.9995817,0.9968704,0.0029786918,0.9910322,1.0027087,0.002711296,0.2711296,1.0,0.9995802,0.0004197955,0.0,7.911991e-13,0
0.9994822,0.99585164,0.0040276595,0.9879574,1.0037458,0.0036305785,0.36305785,1.0,0.99958795,0.0004120469,0.0,7.652565e-13,0
0.99947315,0.9969389,0.001738323,0.99353176,1.000346,0.0025342703,0.25342703,1.0,0.9995561,0.0004438758,0.0,7.9937966e-13,0
0.9994299,0.9947543,0.008443824,0.9782044,1.0113043,0.004675567,0.46755672,1.0,0.9995845,0.00041550398,0.0,7.061986e-13,0
0.9993889,0.9974449,0.002102398,0.9933242,1.0015656,0.0019439459,0.19439459,1.0,0.9995908,0.0004091859,0.0,6.9621473e-13,0
0.9993123,0.9945164,0.0077484725,0.97932935,1.0097034,0.004795909,0.4795909,1.0,0.9994906,0.0005093813,0.0,8.8183367e-13,0
0.9980686,0.994606,0.0046808394,0.98543155,1.0037805,0.003462553,0.3462553,1.0,0.9995442,0.00045579672,0.0,9.351937e-13,0
0.9991169,0.99460375,0.0061274874,0.9825939,1.0066136,0.0045131445,0.45131445,1.0,0.9995553,0.00044471025,0.0,8.742438e-13,0
0.99905974,0.9952636,0.005395975,0.98468745,1.0058397,0.0037961602,0.37961602,1.0,0.9995419,0.0004581213,0.0,7.5687205e-13,0
0.99905896,0.9932219,0.008800206,0.9759735,1.0104703,0.005837083,0.5837083,1.0,0.99957496,0.00042504072,0.0,6.4292874e-13,0
0.9990349,0.9968058,0.003220041,0.9904945,1.0031171,0.0022290945,0.22290945,1.0,0.9995809,0.00041908026,0.0,6.525143e-13,0
0.9990081,0.9857122,0.01719642,0.9520072,1.0194172,0.0132959485,1.3295949,1.0,0.9978715,0.0021284819,0.0,2.5507942e-12,0
0.99784714,0.9911257,0.01446017,0.96278375,1.0194676,0.006721437,0.6721437,1.0,0.99866426,0.0013357401,0.0,3.9471473e-12,0
0.9989453,0.9947713,0.0052468474,0.9844875,1.0050551,0.004173994,0.4173994,1.0,0.9993305,0.00066947937,0.0,1.1535595e-12,0
0.99886864,0.9937908,0.0076880893,0.97872216,1.0088595,0.005077839,0.5077839,1.0,0.9994665,0.0005335212,0.0,7.437648e-13,0
0.99878633,0.9969314,0.0033120194,0.99043983,1.003423,0.0018549562,0.18549562,1.0,0.99953365,0.00046634674,0.0,7.30865e-13,0
0.9987123,0.9963256,0.0038901302,0.988701,1.0039502,0.0023866892,0.23866892,1.0,0.99954164,0.00045835972,0.0,7.253876e-13,0
0.99869543,0.9942921,0.0051260805,0.98424494,1.0043392,0.0044033527,0.44033527,1.0,0.99956447,0.00043553114,0.0,6.690593e-13,0
0.99868494,0.9965278,0.0036108345,0.9894506,1.003605,0.0021571517,0.21571517,1.0,0.99954444,0.0004555583,0.0,6.6943716e-13,0
0.9986174,0.9966105,0.0025690016,0.9915753,1.0016458,0.0020068884,0.20068884,1.0,0.99956506,0.0004349351,0.0,5.8448624e-13,0
0.9985618,0.9958399,0.007191755,0.98174405,1.0099357,0.0027219057,0.27219057,1.0,0.9995577,0.00044232607,0.0,6.08368e-13,0
0.99852616,0.99681777,0.0024385632,0.9920382,1.0015974,0.0017083883,0.17083883,0.99972624,0.999498,0.00022822618,0.0,6.5940054e-13,0
0.9985063,0.99654853,0.0059824614,0.9848229,1.0082742,0.0019577742,0.19577742,1.0,0.9997143,0.00028568506,0.0,2.5042346e-13,0
0.9984817,0.9960321,0.0036860278,0.9888075,1.0032567,0.002449572,0.24495721,1.0,0.9995598,0.0004401803,0.0,3.1176879e-13,0
0.9984668,0.99500406,0.005421993,0.98437697,1.0056312,0.0034627318,0.34627318,1.0,0.99942625,0.0005737543,0.0,4.203365e-13,0
0.99838847,0.9978844,0.0021898476,0.99359226,1.0021765,0.0005040765,0.050407648,1.0,0.99959546,0.00040453672,0.0,5.0254565e-13,0
0.998362,0.99497205,0.006476159,0.98227876,1.0076653,0.0033899546,0.33899546,1.0,0.9995466,0.00045341253,0.0,5.636753e-13,0
0.99829435,0.9969655,0.0030583602,0.99097115,1.00296,0.001328826,0.1328826,1.0,0.99942136,0.0005786419,0.0,1.9722444e-12,0
0.99820775,0.99324715,0.013589646,0.96661144,1.0198829,0.0049605966,0.49605966,1.0,0.99937564,0.00062435865,0.0,2.147902e-12,0
0.9981795,0.995897,0.0070570284,0.9820652,1.0097288,0.0022825003,0.22825003,1.0,0.99933016,0.000669837,0.0,2.3728992e-12,0
0.99814475,0.9940214,0.006681752,0.9809252,1.0071176,0.00412333,0.412333,1.0,0.9992811,0.0007188916,0.0,2.238062e-12,0
0.99801487,0.9982489,0.0013452658,0.99561214,1.0008856,-0.00023400784,0.023400784,1.0,0.9994228,0.0005772114,0.0,1.5401042e-12,0
0.9979533,0.99560356,0.006143192,0.9835629,1.0076442,0.0023497343,0.23497343,1.0,0.9993849,0.00061511993,0.0,1.9702289e-12,0
0.9979053,0.99628,0.0051052114,0.9862738,1.0062863,0.0016252995,0.16252995,1.0,0.99935275,0.00064724684,0.0,2.191904e-12,0
0.9978508,0.9957756,0.0052788868,0.985429,1.0061222,0.0020751953,0.20751953,1.0,0.999358,0.0006420016,0.0,2.131854e-12,0
0.9977972,0.99754745,0.0016254358,0.9943616,1.0007333,0.00024974346,0.024974346,1.0,0.9993443,0.0006557107,0.0,2.3164283e-12,0
0.9978467,0.99559575,0.0040780134,0.98760283,1.0035887,0.0022509694,0.22509694,1.0,0.99933654,0.0006634593,0.0,2.6140056e-12,0
0.99793553,0.997687,0.0021482448,0.99347645,1.0018976,0.00024855137,0.024855137,1.0,0.99938905,0.0006109476,0.0,1.9417712e-12,0
0.9979333,0.99631155,0.0039779088,0.98851484,1.0041082,0.0016217828,0.16217828,1.0,0.99935406,0.00064593554,0.0,2.0348345e-12,0
0.9978462,0.9926278,0.011226039,0.97062474,1.0146308,0.0052183867,0.52183867,0.9999974,0.99928683,0.00071054697,0.0,2.3076439e-12,0
0.9976896,0.9962162,0.0041704397,0.9880421,1.0043902,0.0014734268,0.14734268,0.99999183,0.999228,0.0007638335,0.0,2.2381474e-12,0
0.99645394,0.9925793,0.006724776,0.9793987,1.0057598,0.0038746595,0.38746595,0.9999649,0.99925715,0.00070774555,0.0,2.638319e-12,0
0.99748415,0.99332607,0.008620107,0.97643065,1.0102215,0.0041580796,0.41580796,0.9999261,0.9993291,0.0005970001,0.0,2.6837642e-12,0
0.99738586,0.9960502,0.0027648937,0.990631,1.0014694,0.0013356805,0.13356805,0.999902,0.9991722,0.00072979927,0.0,3.2687067e-12,0
0.99746597,0.99376214,0.0060237856,0.9819555,1.0055687,0.0037038326,0.37038326,0.9998915,0.9991553,0.0007362366,0.0,3.5373766e-12,0
0.99753404,0.9936174,0.006526618,0.98082525,1.0064096,0.003916621,0.39166212,0.9998614,0.9991904,0.0006710291,0.0,3.2915988e-12,0
0.9975741,0.985209,0.007225163,0.97104764,0.99937034,0.012365103,1.2365103,0.999745,0.99694973,0.002795279,0.0,7.589223e-12,0
0.99639934,0.98591006,0.010753684,0.96483284,1.0069873,0.010489285,1.0489285,0.9996767,0.9969927,0.0026839972,0.0,1.18583875e-11,0
0.99750024,0.9955427,0.007445736,0.98094904,1.0101364,0.0019575357,0.19575357,0.99963886,0.9994252,0.00021368265,0.0,1.2399113e-12,0
0.9973855,0.9960098,0.004147802,0.9878801,1.0041395,0.0013756752,0.13756752,0.99961495,0.9994137,0.00020122528,0.0,1.5757308e-12,0
0.9973055,0.99315757,0.006447894,0.9805197,1.0057955,0.004147947,0.41479468,0.9995817,0.99926347,0.0003182292,0.0,2.1865717e-12,0
0.99714667,0.99236363,0.006437622,0.97974586,1.0049814,0.0047830343,0.47830343,0.9994822,0.99911946,0.00036275387,0.0,2.7529155e-12,0
0.99697596,0.9918331,0.008885961,0.9744166,1.0092496,0.0051428676,0.51428676,0.99947315,0.9991648,0.00030833483,0.0,2.9261797e-12,0
0.99689937,0.990685,0.0067247488,0.9775045,1.0038655,0.0062143803,0.621438,0.9994299,0.9989008,0.00052911043,0.0,4.347812e-12,0
0.99683934,0.99150914,0.0052589383,0.98120165,1.0018166,0.005330205,0.5330205,0.9993889,0.99891114,0.00047773123,0.0,4.2955444e-12,0
0.9967846,0.98651886,0.008988156,0.96890205,1.0041356,0.010265768,1.0265768,0.9993123,0.99884677,0.00046551228,0.0,4.4054443e-12,0
0.9967299,0.98087627,0.009927499,0.9614184,1.0003341,0.015853643,1.5853643,0.9980686,0.9973717,0.0006968975,0.0,9.7631365e-12,0
0.99666303,0.9914196,0.005698586,0.98025036,1.0025889,0.0052434206,0.52434206,0.9991169,0.9995215,-0.00040459633,0.0,1.7510817e-12,0
0.9966109,0.97652054,0.011821205,0.95335096,0.9996901,0.020090342,2.0090342,0.99905974,0.99571097,0.0033487678,0.0,1.644099e-11,0
0.99654233,0.96910274,0.011376745,0.94680434,0.99140114,0.027439594,2.7439594,0.99905896,0.99084646,0.008212507,0.0,2.6173893e-11,0
0.9964509,0.9836132,0.007718697,0.9684845,0.99874187,0.012837708,1.2837708,0.9990349,0.9983114,0.0007234812,0.0,2.1624581e-12,0
0.9964043,0.98794615,0.0058552646,0.9764698,0.9994225,0.0084581375,0.84581375,0.9990081,0.9986565,0.0003516078,0.0,3.752705e-12,0
0.99633604,0.9789011,0.010838263,0.9576581,1.0001441,0.017434955,1.7434955,0.99784714,0.9975846,0.00026255846,0.0,5.220968e-12,0
0.99633306,0.99410665,0.004896417,0.98450965,1.0037036,0.0022264123,0.22264123,0.9989453,0.99958867,-0.00064337254,0.0,1.1413168e-12,0
0.99635243,0.9683343,0.017709749,0.9336232,1.0030454,0.028018117,2.8018117,0.99886864,0.9948036,0.004065037,0.0,2.0808268e-11,0
0.99649096,0.96769065,0.014661905,0.93895334,0.99642795,0.028800309,2.8800309,0.99878633,0.99049133,0.008295,0.0,2.8783267e-11,0
0.9964902,0.98275864,0.0084534725,0.96618986,0.9993274,0.013731539,1.3731539,0.9987123,0.99850607,0.00020623207,0.0,1.9577473e-12,0
0.99643457,0.9783657,0.016216133,0.9465821,1.0101494,0.01806885,1.806885,0.99869543,0.9986682,2.7239323e-05,0.0,3.8371797e-12,0
0.996214,0.9741858,0.009640238,0.955291,0.9930807,0.022028148,2.2028148,0.99868494,0.99853814,0.00014680624,0.0,4.7001556e-12,0
0.9960627,0.9743441,0.01096276,0.9528571,0.9958311,0.021718621,2.1718621,0.9986174,0.9982564,0.00036102533,0.0,5.3057563e-12,0
0.9959635,0.9657175,0.017998649,0.9304401,1.0009948,0.03024602,3.024602,0.9985618,0.9981914,0.00037038326,0.0,5.6519464e-12,0
0.99591386,0.9682497,0.013032597,0.9427058,0.99379355,0.027664185,2.7664185,0.99852616,0.99837816,0.00014799833,0.0,5.7499483e-12,0
0.9960606,0.97134125,0.015876114,0.94022405,1.0024585,0.024719357,2.4719357,0.9985063,0.99833566,0.0001706481,0.0,6.3894987e-12,0
0.99619246,0.97005874,0.013388599,0.9438171,0.9963004,0.026133716,2.6133716,0.9984817,0.9980901,0.00039160252,0.0,6.8215156e-12,0
0.99627984,0.9624626,0.015374953,0.9323277,0.9925975,0.03381723,3.3817232,0.9984668,0.99781394,0.0006528497,0.0,8.83521e-12,0
0.9962324,0.95010936,0.015634632,0.9194655,0.98075324,0.046123028,4.612303,0.99838847,0.99687934,0.00150913,0.0,1.1358708e-11,0
0.995155,0.95263946,0.020673439,0.9121195,0.9931594,0.042515516,4.2515516,0.998362,0.9972801,0.0010818839,0.0,1.0828285e-11,0
0.9962408,0.97627926,0.017765265,0.94145936,1.0110992,0.019961536,1.9961536,0.99829435,0.9978064,0.00048798323,0.0,1.0339381e-11,0
0.99615186,0.94840115,0.0156024955,0.9178203,0.97898203,0.04775071,4.775071,0.99820775,0.9970415,0.0011662245,0.0,1.6994555e-11,0
0.99602354,0.94163334,0.020872429,0.9007234,0.9825433,0.054390192,5.439019,0.9981795,0.997072,0.0011075139,0.0,1.9057301e-11,0
0.99572444,0.91936207,0.02455682,0.8712307,0.9674934,0.07636237,7.636237,0.99814475,0.99655545,0.0015892982,0.0,2.4169156e-11,0
0.9954863,0.92861843,0.019073756,0.89123386,0.966003,0.06686789,6.6867886,0.99801487,0.9924597,0.005555153,0.0,2.592072e-11,0
0.9943053,0.9310954,0.024577914,0.8829227,0.97926813,0.06320989,6.320989,0.9979533,0.9888992,0.009054124,0.0,7.5073364e-11,0
0.9953398,0.9882535,0.0076357685,0.97328734,1.0032196,0.0070863366,0.70863366,0.9979053,0.9985525,-0.00064718723,0.0,3.1810852e-12,0
0.9952952,0.94191027,0.022379803,0.89804584,0.9857747,0.05338496,5.338496,0.9978508,0.9974286,0.0004221797,0.0,8.223298e-12,0
0.99520046,0.91988885,0.028972507,0.86310273,0.976675,0.0753116,7.5311604,0.9977972,0.9957508,0.0020464063,0.0,1.8621236e-11,0
0.99513537,0.92035645,0.029480562,0.8625746,0.9781383,0.074778914,7.4778914,0.9978467,0.9962572,0.0015895367,0.0,1.7490598e-11,0
0.995076,0.94784164,0.018053906,0.912456,0.9832273,0.047234356,4.7234354,0.99793553,0.99544215,0.0024933815,0.0,2.8952413e-11,0
0.9950013,0.93329465,0.020046068,0.89400434,0.97258496,0.061706662,6.170666,0.9979333,0.9921016,0.0058317184,0.0,1.169146e-10,0
0.9949483,0.92728406,0.02475448,0.8787653,0.97580284,0.067664266,6.7664266,0.9978462,0.9932922,0.0045539737,0.0,1.07761425e-10,0
0.9949605,0.896382,0.027845643,0.8418045,0.95095944,0.09857851,9.857851,0.9976896,0.99528307,0.0024065375,0.0,4.528848e-11,0
0.9949177,0.99628276,0.0036831028,0.98906386,1.0035017,-0.0013650656,0.13650656,0.99645394,0.99797124,-0.0015172958,0.0,4.0079906e-12,0
0.9949587,0.9926961,0.0069185942,0.97913563,1.0062566,0.0022625923,0.22625923,0.99748415,0.99915314,-0.0016689897,0.0,5.7115606e-12,0
0.9950142,0.99411803,0.004562488,0.98517555,1.0030605,0.00089615583,0.08961558,0.99738586,0.9966652,0.00072067976,0.0,1.648822e-11,0
0.9950905,0.9767138,0.013214182,0.950814,1.0026135,0.018376708,1.8376708,0.99746597,0.9816836,0.015782356,0.0,1.65497e-10,0
0.9949862,0.997708,0.0035042267,0.9908397,1.0045763,-0.002721846,0.2721846,0.99753404,0.9987086,-0.0011745691,0.0,3.981187e-12,0
0.9947568,0.99698657,0.0035068842,0.9901131,1.0038601,-0.0022297502,0.22297502,0.9975741,0.99894947,-0.0013753772,0.0,7.379659e-12,0
0.99457705,0.9934929,0.00866269,0.97651404,1.0104718,0.0010841489,0.10841489,0.99639934,0.9973941,-0.0009947419,0.0,9.449193e-12,0
0.99452984,0.99610806,0.004942485,0.9864208,1.0057954,-0.0015782118,0.15782118,0.99750024,0.99905115,-0.0015509129,0.0,7.494856e-12,0
0.9944375,0.9924878,0.011112733,0.9707068,1.0142688,0.0019497275,0.19497275,0.9973855,0.99628013,0.0011053681,0.0,2.7771027e-11,0
0.994468,0.98489666,0.006465574,0.9722241,0.9975692,0.009571314,0.9571314,0.9973055,0.98375666,0.013548851,0.0,1.8016653e-10,0
0.9945349,0.9961448,0.0045142695,0.9872968,1.0049927,-0.0016098619,0.16098619,0.99714667,0.99854654,-0.0013998747,0.0,4.2659955e-12,0
0.99457973,0.9936391,0.007687542,0.97857153,1.0087067,0.0009406209,0.09406209,0.99697596,0.99857867,-0.0016027093,0.0,6.1234854e-12,0
0.99458885,0.996102,0.0043813875,0.98751444,1.0046895,-0.0015131235,0.15131235,0.99689937,0.9983966,-0.0014972091,0.0,7.651489e-12,0
0.9945494,0.9933397,0.00916963,0.97536725,1.0113122,0.0012096763,0.12096763,0.99683934,0.9972849,-0.00044554472,0.0,1.702791e-11,0
0.9944544,0.99596643,0.0040361597,0.9880556,1.0038773,-0.0015120506,0.15120506,0.9967846,0.9973442,-0.0005595684,0.0,1.4331419e-11,0
0.9943754,0.9939505,0.0064352136,0.9813375,1.0065635,0.0004249215,0.04249215,0.9967299,0.9973732,-0.00064331293,0.0,1.2650351e-11,0
0.9942781,0.9916679,0.007832044,0.9763171,1.0070187,0.002610147,0.2610147,0.99666303,0.9962954,0.00036764145,0.0,1.9974205e-11,0
0.99407464,0.9941638,0.00430273,0.98573047,1.0025972,-8.916855e-05,0.008916855,0.9966109,0.9956981,0.00091278553,0.0,2.436132e-11,0
0.99398226,0.99511224,0.004408799,0.986471,1.0037535,-0.0011299849,0.112998486,0.99654233,0.9969162,-0.00037384033,0.0,1.45100095e-11,0
0.9938915,0.98787624,0.009249491,0.96974725,1.0060053,0.006015241,0.6015241,0.9964509,0.9939441,0.0025067925,0.0,3.7522204e-11,0
0.992707,0.98756945,0.008445447,0.97101635,1.0041225,0.0051375628,0.5137563,0.9964043,0.9920373,0.004366994,0.0,6.2396685e-11,0
0.993772,0.9942913,0.0050145183,0.98446286,1.0041198,-0.00051933527,0.051933527,0.99633604,0.9966535,-0.00031745434,0.0,1.7300217e-11,0
0.9936945,0.9904803,0.005929092,0.9788593,1.0021013,0.0032141805,0.32141805,0.99633306,0.9949346,0.0013984442,0.0,3.434003e-11,0
0.9936014,0.9903094,0.009339145,0.9720047,1.0086142,0.0032919645,0.32919645,0.99635243,0.9947849,0.0015675426,0.0,3.274874e-11,0
0.99355364,0.9914752,0.006178521,0.97936535,1.0035851,0.002078414,0.2078414,0.99649096,0.9957592,0.0007317662,0.0,2.6465458e-11,0
0.993452,0.9799601,0.015857594,0.9488792,1.0110409,0.013491929,1.3491929,0.9964902,0.9886119,0.0078783035,0.0,6.416712e-11,0
0.9922668,0.9785058,0.01576712,0.9476022,1.0094093,0.013760984,1.3760984,0.99643457,0.9862955,0.010139048,0.0,1.149287e-10,0
0.99338204,0.9965742,0.0032558818,0.9901927,1.0029558,-0.0031921864,0.31921864,0.996214,0.9984433,-0.002229333,0.0,4.2970766e-12,0
0.99329895,0.9910445,0.0076538585,0.976043,1.006046,0.0022544265,0.22544265,0.9960627,0.99670595,-0.0006432533,0.0,1.1314079e-11,0
0.9932726,0.9805066,0.011037926,0.95887226,1.0021409,0.012766004,1.2766004,0.9959635,0.99107355,0.004889965,0.0,1.1775787e-10,0
0.99332327,0.9843847,0.0088799875,0.9669799,1.0017895,0.008938551,0.8938551,0.99591386,0.9853162,0.010597646,0.0,6.0467165e-10,0
0.9933998,0.98231375,0.008896106,0.96487737,0.99975014,0.011086047,1.1086047,0.9960606,0.987793,0.008267581,0.0,3.4519917e-10,0
0.9933376,0.9835941,0.011052652,0.96193093,1.0052574,0.009743452,0.9743452,0.99619246,0.98799217,0.008200288,0.0,3.2051697e-10,0
0.9931496,0.9891928,0.0082246065,0.9730725,1.005313,0.0039567947,0.39567947,0.99627984,0.9912862,0.0049936175,0.0,2.2911821e-10,0
0.9929655,0.9913637,0.0058877384,0.9798237,1.0029037,0.0016018152,0.16018152,0.9962324,0.99280834,0.0034240484,0.0,3.5341027e-10,0
0.9929051,0.97341996,0.011929968,0.95003724,0.9968027,0.019485116,1.9485116,0.995155,0.98466474,0.010490239,0.0,8.988268e-09,0
0.9927853,0.993153,0.0034000203,0.98648894,0.999817,-0.00036770105,0.036770105,0.9962408,0.9961779,6.28829e-05,0.0,7.173152e-10,0
0.99278116,0.9784188,0.0120757185,0.9547504,1.0020872,0.014362335,1.4362335,0.99615186,0.9864553,0.009696543,0.0,2.1865763e-08,0
0.9928617,0.9583764,0.012353688,0.93416315,0.98258966,0.03448528,3.448528,0.99602354,0.9733001,0.022723436,0.0,6.6894588e-09,0
0.9929156,0.9891553,0.0075786915,0.97430104,1.0040095,0.0037602782,0.37602782,0.99572444,0.99225724,0.0034672022,0.0,2.0416516e-10,0
0.9929343,0.970266,0.01046426,0.949756,0.99077594,0.022668302,2.2668302,0.9954863,0.9864551,0.009031236,0.0,1.0630267e-09,0
0.99288166,0.97513855,0.014718267,0.94629073,1.0039864,0.01774311,1.7743111,0.9943053,0.9887517,0.005553603,0.0,2.31304e-10,0
0.9928391,0.98168755,0.013470167,0.955286,1.0080891,0.011151552,1.1151552,0.9953398,0.9955141,-0.00017428398,0.0,9.7884624e-11,0
0.9927674,0.9401604,0.025480697,0.89021826,0.9901025,0.052607,5.2607,0.9952952,0.9750304,0.020264804,0.0,1.6664794e-08,0
0.99276143,0.94288015,0.021927768,0.89990175,0.98585856,0.04988128,4.9881277,0.99520046,0.96512866,0.030071795,0.0,3.3908607e-09,0
0.99249494,0.9652745,0.025543666,0.91520894,1.0153401,0.027220428,2.7220428,0.99513537,0.98031735,0.014818013,0.0,3.09503e-10,0
0.99229634,0.95578134,0.012547155,0.93118894,0.98037374,0.036514997,3.6514997,0.995076,0.9729345,0.022141516,0.0,1.815402e-09,0
0.9922132,0.94177425,0.018852063,0.9048242,0.9787243,0.05043894,5.043894,0.9950013,0.9684751,0.026526213,0.0,4.1722306e-09,0
0.9921523,0.9305067,0.031819325,0.8681408,0.9928726,0.061645567,6.1645565,0.9949483,0.96750265,0.027445674,0.0,4.7543334e-09,0
0.99206764,0.92318213,0.02917296,0.86600316,0.9803611,0.068885505,6.8885508,0.9949605,0.96568656,0.029273927,0.0,6.170557e-09,0
0.99203235,0.92398083,0.021562543,0.8817183,0.9662434,0.06805152,6.805152,0.9949177,0.9647902,0.030127466,0.0,7.2868946e-09,0
0.9918803,0.94405687,0.0183548,0.9080815,0.98003227,0.04782343,4.782343,0.9949587,0.97027427,0.02468443,0.0,2.7011673e-09,0
0.99183,0.9533965,0.02240894,0.90947497,0.997318,0.038433492,3.8433492,0.9950142,0.97570556,0.019308627,0.0,1.3477138e-09,0
0.9917359,0.959624,0.018844001,0.92268974,0.99655825,0.032111883,3.2111883,0.9950905,0.97556645,0.019524038,0.0,1.8989685e-09,0
0.99165136,0.95463115,0.02202387,0.91146433,0.99779797,0.037020206,3.7020206,0.9949862,0.97308856,0.021897614,0.0,2.371699e-09,0
0.9904474,0.95193654,0.014004647,0.9244874,0.9793857,0.03851086,3.851086,0.9947568,0.97123384,0.023522973,0.0,2.779384e-09,0
0.9915099,0.9656517,0.020127954,0.9262009,1.0051025,0.025858223,2.5858223,0.99457705,0.9829783,0.011598766,0.0,5.292683e-10,0
0.99145615,0.9282465,0.022958705,0.88324744,0.97324556,0.06320965,6.3209653,0.99452984,0.9641688,0.030361056,0.0,1.9914207e-08,0
0.99142075,0.89843684,0.020583274,0.8580936,0.93878007,0.0929839,9.29839,0.9944375,0.95236367,0.042073846,0.0,9.236414e-08,0
0.99150616,0.9051812,0.028488226,0.8493443,0.96101815,0.08632493,8.632493,0.994468,0.9555337,0.03893429,0.0,3.2563737e-08,0
0.9914397,0.9192449,0.0180585,0.8838502,0.95463955,0.072194815,7.2194815,0.9945349,0.96371543,0.030819476,0.0,2.3391997e-09,0
0.99016184,0.9502036,0.021210399,0.9086312,0.991776,0.03995824,3.9958239,0.99457973,0.9693936,0.025186121,0.0,1.9159516e-09,0
0.99119556,0.9827285,0.012402431,0.95841974,1.0070373,0.008467078,0.8467078,0.99458885,0.98718286,0.0074059963,0.0,3.0927874e-10,0
0.9910477,0.9688433,0.01602218,0.9374398,1.0002468,0.0222044,2.22044,0.9945494,0.9795436,0.015005767,0.0,1.3747721e-09,0
0.99098814,0.99592304,0.0062067467,0.9837578,1.0080882,-0.004934907,0.4934907,0.9944544,0.9986212,-0.0041668415,0.0,5.767633e-12,0
0.9909621,0.9948279,0.0068819844,0.9813392,1.0083166,-0.003865838,0.3865838,0.9943754,0.998054,-0.0036786199,0.0,1.220491e-11,0
0.99095887,0.99003476,0.013920313,0.962751,1.0173186,0.0009241104,0.09241104,0.9942781,0.99721956,-0.0029414892,0.0,2.6807624e-11,0
0.99104804,0.9892168,0.013314277,0.9631208,1.0153128,0.0018312335,0.18312335,0.99407464,0.99680895,-0.0027343035,0.0,2.1543038e-11,0
0.99107385,0.99414796,0.0053334124,0.9836945,1.0046015,-0.0030741096,0.30741096,0.99398226,0.99642,-0.0024377704,0.0,2.6192073e-11,0
0.991113,0.9904772,0.0095843375,0.9716919,1.0092626,0.00063580275,0.063580275,0.9938915,0.99517524,-0.0012837648,0.0,4.4178498e-11,0
0.99110705,0.9909831,0.011088447,0.9692498,1.0127165,0.00012391806,0.012391806,0.992707,0.9975556,-0.0048485994,0.0,4.1803093e-12,0
0.9910924,0.9938898,0.0058333636,0.98245645,1.0053232,-0.0027974248,0.27974248,0.993772,0.9979019,-0.004129946,0.0,1.6460758e-11,0
0.99102896,0.9914773,0.0057708994,0.9801664,1.0027883,-0.00044834614,0.044834614,0.9936945,0.99347395,0.00022053719,0.0,9.826811e-11,0
0.99083865,0.9655039,0.015800808,0.9345343,0.99647343,0.025334775,2.5334775,0.9936014,0.9721211,0.021480262,0.0,8.095816e-10,0
0.9905703,0.99257547,0.0063745384,0.9800814,1.0050696,-0.0020051599,0.20051599,0.99355364,0.9923988,0.00115484,0.0,2.384979e-11,0
0.99035966,0.98756707,0.01280062,0.96247786,1.0126563,0.0027925968,0.27925968,0.993452,0.99125063,0.0022013783,0.0,6.6008574e-11,0
0.9902771,0.99106246,0.0089289,0.9735618,1.0085632,-0.0007853508,0.07853508,0.9922668,0.99654883,-0.0042820573,0.0,4.5969196e-12,0
0.9901971,0.9910017,0.010088062,0.97122914,1.0107744,-0.0008046031,0.08046031,0.99338204,0.9976835,-0.0043014884,0.0,1.2851821e-11,0
0.99009484,0.98024434,0.015701748,0.9494689,1.0110197,0.009850502,0.9850502,0.99329895,0.98866194,0.004637003,0.0,4.8945953e-10,0
0.9900815,0.95610905,0.015480245,0.9257678,0.9864503,0.033972442,3.3972442,0.9932726,0.9658148,0.027457774,0.0,1.9458524e-09,0
0.99000835,0.99162674,0.0067837164,0.9783307,1.0049229,-0.0016183853,0.16183853,0.99332327,0.99377066,-0.00044739246,0.0,2.8918748e-11,0
0.98988354,0.99260443,0.004957717,0.9828873,1.0023216,-0.0027208924,0.27208924,0.9933998,0.9922368,0.0011630058,0.0,9.5991354e-11,0
0.9898348,0.98983353,0.009521972,0.9711705,1.0084966,1.2516975e-06,0.00012516975,0.9933376,0.99177223,0.0015653372,0.0,8.911392e-11,0
0.9897953,0.99103516,0.009679286,0.9720638,1.0100065,-0.0012398362,0.12398362,0.9931496,0.99197984,0.0011697412,0.0,6.9299864e-11,0
0.9897055,0.9855876,0.0151301315,0.95593256,1.0152427,0.004117906,0.4117906,0.9929655,0.9889999,0.003965616,0.0,1.3812003e-10,0
0.9896789,0.98591024,0.009445552,0.967397,1.0044235,0.0037686825,0.37686825,0.9929051,0.9861639,0.006741166,0.0,3.8467537e-10,0
0.98954725,0.97881585,0.016685734,0.9461118,1.0115199,0.010731399,1.0731399,0.9927853,0.97912014,0.01366514,0.0,1.3217273e-09,0
0.9895016,0.9786023,0.010769915,0.95749325,0.99971133,0.010899305,1.0899305,0.99278116,0.9777144,0.015066743,0.0,1.2838994e-09,0
