cell_id,barcode,channel,batch,protocol,split,cycle_index,total_cycles,cycle_index,dc_internal_resistance,temperature_avg,charge_capacity,charge_energy,coulombic_efficiency_lagged_1,coulombic_efficiency_lagged_2,soh,rul
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,4,663,4,0.017472902,32.375652,1.0233152,3.525934,0.99994034,0.99995494,1.0,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,5,663,5,0.017335517,32.063904,1.023703,3.5229561,0.9998793,0.99994034,1.0,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,6,663,6,0.017002864,32.099514,1.0236007,3.5213966,0.99991196,0.9998793,1.0,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,7,663,7,0.01761633,32.386925,1.023112,3.5255446,0.99983245,0.99991196,1.0,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,8,663,8,0.017363632,32.099514,1.0235803,3.5236092,0.9999159,0.99983245,1.0,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,9,663,9,0.017120084,32.037964,1.0240122,3.523411,0.99985456,0.9999159,1.0,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,10,663,10,0.01702539,32.099514,1.0230194,3.5202992,0.9999133,0.99985456,1.0,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,11,663,11,0.017524235,32.139053,1.0228596,3.522746,0.99961805,0.9999133,1.0,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,12,663,12,0.017125396,32.037964,1.0229965,3.5207226,0.99972385,0.99961805,1.0,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,13,663,13,0.017346725,32.139053,1.0231482,3.519624,0.99989736,0.99972385,1.0,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,14,663,14,0.017639078,32.271465,1.0222615,3.5226629,0.99999976,0.99989736,0.9993081,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,15,663,15,0.017177086,32.139053,1.0222025,3.5180466,0.9998925,0.99999976,0.9992959,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,16,663,16,0.017534217,32.234695,1.022696,3.5191915,0.999847,0.9998925,0.9998077,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,17,663,17,0.017719386,32.271465,1.0219109,3.5202742,0.9998176,0.999847,0.998856,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,18,663,18,0.01744172,32.234695,1.0222584,3.5198755,1.000002,0.9998176,0.99937266,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,19,663,19,0.017213443,32.07762,1.0220501,3.5166967,0.9998249,1.000002,0.9989728,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,20,663,20,0.017017154,32.234695,1.0215777,3.5133367,1.0000213,0.9998249,0.9985872,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,21,663,21,0.017616466,32.07762,1.0219287,3.5215938,0.99994504,1.0000213,0.99907285,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,22,663,22,0.01725298,32.03226,1.0218481,3.5167384,0.9998023,0.99994504,0.99925286,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,23,663,23,0.017206619,31.963282,1.0215244,3.515345,0.99954337,0.9998023,0.9974665,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,24,663,24,0.01777875,32.006012,1.0212976,3.5210652,1.0010163,0.99954337,0.9946713,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,25,663,25,0.01753028,31.963282,1.0214039,3.5180454,1.0036064,1.0010163,0.99852765,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,26,663,26,0.017273955,31.76473,1.0214813,3.5168557,0.99983454,1.0036064,0.9985703,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,27,663,27,0.017378334,31.963282,1.0195332,3.509506,0.99986756,0.99983454,0.9978348,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,28,663,28,0.017600125,31.935732,1.0207692,3.51665,0.9986962,0.99986756,0.9967075,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,29,663,29,0.017362013,31.76473,1.0208507,3.5138137,1.001038,0.9986962,0.99793816,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,30,663,30,0.01714739,31.76473,1.0200893,3.5111897,0.99988323,1.001038,0.9959506,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,31,663,31,0.017874418,31.935732,1.0155345,3.5025392,1.0011314,0.99988323,0.99347734,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,32,663,32,0.017449804,31.752678,1.0202581,3.5141203,0.9991425,1.0011314,0.9972386,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,33,663,33,0.017523505,31.542105,1.0193835,3.5097525,1.0000038,0.9991425,0.9976619,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,34,663,34,0.017743068,31.752678,1.0197583,3.5128186,0.99872273,1.0000038,0.9967822,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,35,663,35,0.017501345,31.72705,1.0195074,3.5126834,0.9999717,0.99872273,0.9965458,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,36,663,36,0.017359084,31.542105,1.0197248,3.5108483,0.9999628,0.9999717,0.99710375,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,37,663,37,0.017512511,31.72705,1.0196493,3.5110104,0.9996163,0.9999628,0.9954816,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,38,663,38,0.01763783,31.833586,1.0184876,3.5111115,1.0011711,0.9996163,0.99734116,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,39,663,39,0.017500993,31.72705,1.0177735,3.5070755,0.99816585,1.0011711,0.997097,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,40,663,40,0.01740117,31.833586,1.0166883,3.4999413,0.9977103,0.99816585,0.99718827,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,41,663,41,0.017724225,32.09915,1.0193236,3.513419,0.9965553,0.9977103,0.9965213,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,42,663,42,0.017449442,32.09915,1.0197288,3.51129,0.99980706,0.9965553,0.9967674,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,43,663,43,0.017199947,31.767065,1.0193219,3.5096545,0.99995756,0.99980706,0.99520063,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,44,663,44,0.017302966,32.142014,1.016298,3.4979308,1.0011321,0.99995756,0.9955446,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,45,663,45,0.017520986,32.232815,1.0186117,3.5102782,0.9978174,1.0011321,0.9957246,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,46,663,46,0.017383091,31.767065,1.0182427,3.5054035,0.99990815,0.9978174,0.9965339,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,47,663,47,0.017417138,31.961071,1.0183828,3.5052292,0.9987343,0.99990815,0.99562895,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,48,663,48,0.017596612,32.232815,1.0178565,3.5083125,0.9997795,0.9987343,0.99505115,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,49,663,49,0.017488683,31.961071,1.0181999,3.5078647,0.99984306,0.9997795,0.99057513,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,50,663,50,0.017355507,31.684704,1.0161778,3.4996078,1.0046998,0.99984306,0.99542683,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,51,663,51,0.017592434,31.961071,1.0162705,3.4981153,0.9978174,1.0046998,0.9945232,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,52,663,52,0.017547438,32.080875,1.0173733,3.5057638,0.9988151,0.9978174,0.9948238,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,53,663,53,0.017392356,31.684704,1.0168307,3.5001397,0.99959683,0.9988151,0.99534106,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,54,663,54,0.017256944,32.080875,1.0176144,3.5026457,0.9985445,0.99959683,0.9947079,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,55,663,55,0.017700695,32.345013,1.0175598,3.5077329,0.99995023,0.9985445,0.9935392,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,56,663,56,0.01739128,32.080875,1.0160189,3.4993372,1.0010728,0.99995023,0.99432325,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,57,663,57,0.017514616,31.850824,1.0170854,3.502172,0.9987686,1.0010728,0.9941606,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,58,663,58,0.017802628,32.276066,1.0164096,3.502037,0.9999807,0.9987686,0.99356365,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,59,663,59,0.017460318,31.850824,1.0156825,3.49837,0.9999166,0.9999807,0.9916206,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,60,663,60,0.01740612,31.719158,1.0168605,3.5009031,1.0011592,0.9999166,0.9903528,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,61,663,61,0.01756452,31.850824,1.0163194,3.500313,1.0036035,1.0011592,0.98746324,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,62,663,62,0.017821185,31.719158,1.0163884,3.5058022,1.0060047,1.0036035,0.9935852,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,63,663,63,0.017703738,31.54987,1.0146259,3.4957538,0.99987406,1.0060047,0.9928608,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,64,663,64,0.017276626,31.54987,1.0141586,3.4945264,0.9988684,0.99987406,0.99252987,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,65,663,65,0.017916163,31.930115,1.0150433,3.498267,0.99874127,0.9988684,0.99015707,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,66,663,66,0.017315703,31.930115,1.0162941,3.5012732,1.002008,0.99874127,0.99350643,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,67,663,67,0.017492589,31.930115,1.0165429,3.4998481,0.9998605,1.002008,0.99361515,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,68,663,68,0.017519994,32.01974,1.0154436,3.4979484,0.9999959,0.9998605,0.9925885,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,69,663,69,0.017609391,32.535694,1.0148224,3.4985113,0.99994767,0.9999959,0.9919573,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,70,663,70,0.017422998,32.01974,1.0138125,3.4902568,0.9999718,0.99994767,0.9921942,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,71,663,71,0.01742372,32.249176,1.015396,3.4955297,0.9987383,0.9999718,0.99247897,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,72,663,72,0.017792678,32.579456,1.0150898,3.500356,1.0000112,0.9987383,0.99098134,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,73,663,73,0.01750565,32.249176,1.0154582,3.4978607,1.0012203,1.0000112,0.99258316,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,74,663,74,0.017356737,31.783344,1.0146326,3.4944906,0.99996746,1.0012203,0.99182683,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,75,663,75,0.017099805,32.175583,1.0127447,3.4868705,0.9999164,0.99996746,0.99112374,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,76,663,76,0.0177136,32.175583,1.0142808,3.4961312,0.9987638,0.9999164,0.9915509,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,77,663,77,0.017278323,31.783344,1.0145872,3.4945486,0.9998478,0.9987638,0.9893834,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,78,663,78,0.017467568,32.081688,1.0145143,3.4927464,1.0023409,0.9998478,0.99172693,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,79,663,79,0.017878052,32.081688,1.0136803,3.4965878,0.99990046,1.0023409,0.990773,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,80,663,80,0.017591828,31.986546,1.0136336,3.4926372,1.0000404,0.99990046,0.9908469,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,81,663,81,0.017357165,31.85597,1.014278,3.4936724,0.9999198,1.0000404,0.9915467,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,82,663,82,0.017657483,31.986546,1.0129765,3.4882722,0.9998493,0.9999198,0.98909324,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,83,663,83,0.017626435,31.85597,1.0134009,3.493137,1.0010433,0.9998493,0.99077463,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,84,663,84,0.01734522,31.76215,1.0127591,3.4884284,0.99976313,1.0010433,0.98397803,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,85,663,85,0.01718515,31.85597,1.0134312,3.4908738,1.0060313,0.99976313,0.99059063,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,86,663,86,0.01791818,32.20047,1.0093628,3.4821334,0.9999787,1.0060313,0.9899782,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,87,663,87,0.017450025,31.76215,1.0098594,3.4792883,0.9965805,0.9999787,0.9891726,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,88,663,88,0.017439038,31.808523,1.0122235,3.4858549,0.99788284,0.9965805,0.98953044,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,89,663,89,0.017639529,31.83477,1.0112818,3.4837704,0.9998572,0.99788284,0.98860186,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,90,663,90,0.017639035,31.808523,1.0118765,3.488236,0.9998653,0.9998572,0.9891259,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,91,663,91,0.01731718,31.649355,1.011779,3.4863734,0.99992317,0.9998653,0.9889401,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,92,663,92,0.017342182,31.808523,1.0115166,3.4827998,1.0000147,0.99992317,0.98911005,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,93,663,93,0.017981786,31.83477,1.0078334,3.4770432,0.99958354,1.0000147,0.98866856,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,94,663,94,0.017550707,31.649355,1.0112888,3.4836905,0.99638855,0.99958354,0.9888227,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,95,663,95,0.017382607,31.60699,1.0113173,3.4841447,0.99964887,0.99638855,0.98864114,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,96,663,96,0.017911516,32.179867,1.0104916,3.4829373,0.9998606,0.99964887,0.9878217,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,97,663,97,0.017579129,31.60699,1.0109277,3.485272,0.9998731,0.9998606,0.9882597,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,98,663,98,0.017589122,31.51214,1.0069122,3.4698644,0.99986124,0.9998731,0.9886998,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,99,663,99,0.017611098,31.60699,1.0107995,3.4831243,0.99544644,0.99986124,0.988166,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,100,663,100,0.017729461,32.179867,1.0104268,3.4846044,0.99982923,0.99544644,0.9877163,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,101,663,101,0.017472135,31.51214,1.0107408,3.4820907,0.99991554,0.99982923,0.9845146,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,102,663,102,0.017444031,32.21455,1.0105599,3.4812462,1.0034791,0.99991554,0.98779,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,103,663,103,0.01791777,32.431263,1.0084525,3.4780903,0.99997276,1.0034791,0.98677695,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,104,663,104,0.017487396,32.21455,1.0067303,3.468913,0.99891186,0.99997276,0.9873852,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,105,663,105,0.017465053,31.759197,1.009776,3.4775348,0.9965917,0.99891186,0.98711336,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,106,663,106,0.017180523,32.21455,1.0091858,3.4763162,0.999882,0.9965917,0.98636585,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,107,663,107,0.017818362,32.44226,1.0093797,3.48261,1.0000548,0.999882,0.98531395,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,108,663,108,0.017472386,31.759197,1.0069841,3.4697578,1.0013149,1.0000548,0.9865226,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,109,663,109,0.017454436,32.266556,1.0081148,3.4728484,0.9977145,1.0013149,0.9861662,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,110,663,110,0.017976172,32.44226,1.008315,3.4760056,0.9991958,0.9977145,0.9856622,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,111,663,111,0.017434392,32.266556,1.0085303,3.4749987,0.99990517,0.9991958,0.98584723,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,112,663,112,0.017341256,31.878986,1.0082282,3.473402,0.999931,0.99990517,0.9843996,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,113,663,113,0.017282793,32.209583,1.0081551,3.4726431,1.0011015,0.999931,0.98544115,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,114,663,114,0.017833162,32.209583,1.0076969,3.4758334,0.9999709,1.0011015,0.98538184,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,115,663,115,0.017460333,31.878986,1.0074637,3.4710917,0.99957657,0.9999709,0.98243004,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,116,663,116,0.017639374,32.162636,1.0082656,3.472868,1.0023478,0.99957657,0.98547405,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,117,663,117,0.017885372,32.209583,1.0067774,3.471149,1.0000472,1.0023478,0.98140395,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,118,663,118,0.017557152,32.162636,1.0069976,3.4708264,1.0027124,1.0000472,0.98436093,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,119,663,119,0.017624682,31.799492,1.0065365,3.4684064,0.99991894,1.0027124,0.98496157,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,120,663,120,0.01742063,32.067867,1.0061882,3.467477,0.99885154,0.99991894,0.98347664,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,121,663,121,0.01780679,32.067867,1.0067533,3.473112,1.0000135,0.99885154,0.98407894,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,122,663,122,0.01756115,31.799492,1.0066214,3.4700708,0.9999628,1.0000135,0.9814769,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,123,663,123,0.01753341,32.06693,1.0027384,3.457056,1.0024824,0.9999628,0.98440355,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,124,663,124,0.017988855,32.067867,1.0063175,3.4697402,0.9956465,1.0024824,0.9837078,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,125,663,125,0.017530927,32.076756,1.0055798,3.4668067,0.999907,0.9956465,0.98309225,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,126,663,126,0.017291091,32.06693,1.0065918,3.4673946,0.99979967,0.999907,0.9841794,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,127,663,127,0.017648054,32.076756,1.0063007,3.4660473,0.99970037,0.99979967,0.98358184,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,128,663,128,0.017800834,32.27081,1.005794,3.4714656,1.0000184,0.99970037,0.9831639,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,129,663,129,0.017449273,32.076756,1.0060425,3.4671767,0.9999398,1.0000184,0.98340243,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,130,663,130,0.01774904,32.146492,0.9993934,3.4455044,0.9999442,0.9999398,0.98346555,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,131,663,131,0.017804578,32.27081,1.0047183,3.4637413,0.99327165,0.9999442,0.98198694,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,132,663,132,0.017511839,32.146492,1.0045861,3.4630492,1.0000675,0.99327165,0.9820206,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,133,663,133,0.017663836,31.817556,1.0052925,3.4641614,0.99990165,1.0000675,0.97789335,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,134,663,134,0.01778527,32.146492,1.0047666,3.4649074,1.0048279,0.99990165,0.9820416,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,135,663,135,0.017874788,32.39637,1.004204,3.46588,1.00006,1.0048279,0.98152107,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,136,663,136,0.01750724,31.817556,1.0046068,3.4621484,1.00003,1.00006,0.9819641,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,137,663,137,0.01747516,32.11052,1.0034515,3.4575388,0.99997985,1.00003,0.98150396,-1
13,EL150800460514,CH1,batch3,2017-05-12_TESTS\20170512-3_6C-80PER_3_6C.SDU,train,138,663,138,0.017865347,32.209923,1.0028853,3.4588027,0.99929804,0.99997985,0.98021466,-1
